analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
2011-01-27T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-01-28T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-01-29T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-01-30T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-01-31T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-01T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-02T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-03T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-04T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-05T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-06T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-07T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-08T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-09T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-10T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-11T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-12T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-13T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-14T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-15T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-16T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-17T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-18T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-19T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-20T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-21T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-22T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-23T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-24T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-25T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-26T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-27T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-02-28T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-01T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-02T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-03T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-04T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-05T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-06T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-07T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-08T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-09T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-10T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-11T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-12T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-13T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-14T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-15T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-16T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-17T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-18T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-19T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-20T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-21T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-22T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-23T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-24T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-25T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-26T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-27T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-28T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-29T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-30T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-03-31T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-04-01T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-04-02T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-04-03T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-04-04T00:00:00.0000000,3904005,ZALESNY POND,33.3,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-07-05T00:00:00.0000000,3904005,ZALESNY POND,66.7,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-06T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-07T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-08T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-09T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-10T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-11T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-12T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-13T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-14T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-15T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-16T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-17T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-18T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-19T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-20T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-21T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-22T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-23T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-24T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-25T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-26T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-27T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-28T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-29T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-30T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-07-31T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-01T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-02T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-03T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-04T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-05T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-06T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-07T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-08T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-09T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-10T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-11T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-12T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-13T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-14T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-15T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-16T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-17T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-18T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-19T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-20T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-21T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-22T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-23T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-24T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-25T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-26T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-27T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-28T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-29T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-30T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-08-31T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-01T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-02T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-03T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-04T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-05T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-06T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-07T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-08T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-09T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-10T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-11T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-12T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-13T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-14T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-15T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-16T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-17T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-18T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-19T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-20T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-21T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-22T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-23T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-24T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-25T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-26T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-27T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-28T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-29T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-09-30T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-01T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-02T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-03T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-04T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-05T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-06T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-07T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-08T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-09T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-10T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-11T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-12T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-13T00:00:00.0000000,3904005,ZALESNY POND,100,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-10-14T00:00:00.0000000,3904005,ZALESNY POND,33.3,3900574,GRAND TUNNEL DITCH,3909063,GRASS VALLEY CANAL DEPLETION REACH
2011-11-14T00:00:00.0000000,3904005,ZALESNY POND,66.7,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-15T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-16T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-17T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-18T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-19T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-20T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-21T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-22T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-23T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-24T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-25T00:00:00.0000000,3904005,ZALESNY POND,100,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-11-26T00:00:00.0000000,3904005,ZALESNY POND,33.3,3903508,RIFLE GAP RESERVOIR,3903508,RIFLE GAP RESERVOIR
2011-05-13T00:00:00.0000000,3603672,LAKE LACY,66.7,3603543,GREEN MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR
